Generic Name,Shortage Status,Revision Date,Created Date,NDC Codes
"Dextran Low Molecular Weight (Dextran 40), 10% Injection",Resolved Shortages,"May 17, 2016","Sep 16, 2015",00409-7418-03;00409-7419-03
"Dextran Low Molecular Weight (Dextran 40), 10% Injection",Resolved Shortages,"Jan 27, 2022","Jul 13, 2021",00409-7418-03;00409-7419-03
"Dextran Low Molecular Weight (Dextran 40), 10% Injection",Resolved Shortages,"Aug 06, 2025","Oct 30, 2024",00409-7418-03;00409-7419-03
"Dextran Low Molecular Weight (Dextran 40), 10% Injection",Current Shortages,"Aug 13, 2025","Aug 13, 2025",00409-7418-03;00409-7419-03
Dextroamphetamine Extended-Release Capsules,Current Shortages,"Aug 07, 2025","Jul 16, 2025",45963-0303-09;45963-0304-09;45963-0305-09;64896-0674-10
Dextrose Oral Gel,Resolved Shortages,"May 17, 2023","Mar 21, 2022",00574-0069-15;00574-0069-30;00574-0069-45;00574-0070-30
Diazepam Injection,Resolved Shortages,"Dec 23, 2019","Jun 06, 2017",00409-1273-32;00409-3213-12;69339-0136-32
Diazepam Injection,Resolved Shortages,"May 18, 2023","Jul 18, 2022",00409-1273-32;00409-3213-12;00641-6244-10;69339-0136-34;69339-0137-05
Diazepam Injection,Current Shortages,"Aug 06, 2025","Jan 11, 2024",00409-1273-32;00409-3213-12;00641-6243-10;00641-6244-10;69339-0136-34;69339-0137-05;76045-0204-20
Diazepam Oral Solution,Current Shortages,"Aug 19, 2025","Dec 21, 2021",00054-3185-44;00054-3188-63;00527-1768-36;62135-0767-47;62135-0768-43
Diazepam Rectal Gel,Resolved Shortages,"Jan 29, 2024","May 25, 2022",00187-0658-20;00187-0659-20;66490-0650-20;68682-0650-20;68682-0652-20;68682-0655-20
Diazoxide Oral Suspension,Resolved Shortages,"Apr 07, 2023","Nov 16, 2022",00254-1010-19;00575-6200-30;13517-0100-30
Dibucaine Ointment,Resolved Shortages,"Jan 12, 2017","Jun 18, 2015",00168-0046-31;45802-0050-03;54162-0011-01;55741-0402-02
Dibucaine Ointment,Resolved Shortages,"Dec 28, 2020","May 08, 2020",00536-1211-95;45802-0050-03
Diclofenac 0.1% Ophthalmic Solution,Resolved Shortages,"Dec 06, 2023","Feb 07, 2018",16571-0101-25;16571-0101-50;24208-0457-05;61314-0014-05;61314-0014-25
Diclofenac Potassium Tablets,Resolved Shortages,"Aug 14, 2020","Feb 28, 2019",00093-0948-01;00093-0948-05;00378-2474-01
Diclofenac Sodium 1% Topical Gel,Resolved Shortages,"Jul 17, 2019","Mar 14, 2019",49884-0935-47;63481-0684-47;63481-0684-83;65162-0833-66;69097-0524-44
Diclofenac Sodium 1% Topical Gel,Discontinued Drugs,"Nov 21, 2024","Aug 22, 2023",65162-0833-66;69097-0524-44
Dicloxacillin Sodium Capsules,Current Shortages,"Sep 05, 2023","Aug 18, 2021",00093-3123-01;00093-3125-01;00781-2248-01;00781-2258-01
Dicyclomine Injection,Resolved Shortages,"Aug 22, 2019","Jan 16, 2019",00517-1980-05;00641-6173-10;14789-0010-02;17478-0015-02;58914-0080-52
Dicyclomine Oral Presentations,Current Shortages,"Aug 19, 2025","Jan 22, 2019",00054-0622-63;00054-0748-25;00054-0748-31;00143-1227-01;00143-1227-10;00378-1610-01;00378-1610-05;00378-1620-01;00378-1620-05;00527-0586-01;00527-0586-10;00527-1282-01;00527-1282-10;00591-0794-01;00591-0794-10;00591-0795-01;00591-0795-10;00603-1161-58
Difluprednate Ophthalmic Emulsion,Current Shortages,"Aug 09, 2025","Apr 17, 2024",00781-6000-78;66758-0086-75;69238-1380-03;76282-0708-50
Digoxin Injection,Resolved Shortages,"May 17, 2016","Aug 12, 2015",00641-1410-35;00781-3059-95;24987-0260-10;24987-0262-10
Digoxin Injection,Resolved Shortages,"Aug 17, 2022","May 19, 2021",00641-1410-35;00781-3059-95;70515-0260-10;70515-0261-10;70515-0262-10;70515-0263-10
Digoxin Injection,Resolved Shortages,"Mar 21, 2024","Jan 30, 2023",00641-1410-35;00781-3059-95;70515-0260-10;70515-0261-10;70515-0262-10;70515-0263-10
Dihydroergotamine Mesylate Injection,Resolved Shortages,"Aug 17, 2017","Jul 13, 2016",00574-0850-05;00574-0850-10;66490-0041-01
Dihydroergotamine Mesylate Injection,Current Shortages,"Aug 09, 2025","Aug 08, 2024",00143-9273-10;81284-0411-05;81284-0411-10
Diltiazem Extended-Release Capsules (Twice-Daily Dosing),Resolved Shortages,"Jan 06, 2017","Oct 04, 2016",00378-6060-01;00378-6090-01;00378-6120-01;51079-0924-20;51079-0925-20;51079-0926-20
Diltiazem Extended-Release Capsules (Twice-Daily Dosing),Resolved Shortages,"May 30, 2019","Nov 28, 2018",00378-6060-01;00378-6090-01;00378-6120-01;51079-0924-20;51079-0925-20;51079-0926-20
Diltiazem Hydrochloride Injection,Resolved Shortages,"Apr 24, 2024","Jun 01, 2015",00409-4350-03;00641-6013-10;00641-6014-10;00641-6015-10;55150-0425-10;55150-0426-10;55150-0427-10;70860-0301-05;70860-0301-10;70860-0301-25
Diltiazem Hydrochloride Injection,Current Shortages,"Aug 06, 2025","Jan 29, 2025",00409-4350-03;00641-6013-10;00641-6014-10;00641-6015-10;25021-0319-05;25021-0319-10;25021-0319-25;44567-0662-10;55150-0425-10;55150-0426-10;55150-0427-10
Dimenhydrinate Injection,Current Shortages,"Aug 14, 2025","Aug 14, 2025",63323-0366-01
Dimercaprol Injection,Discontinued Drugs,"May 26, 2023","May 11, 2020",17478-0526-03
Diphenhydramine Injection,Resolved Shortages,"Nov 30, 2020","Aug 21, 2018",00409-2290-31;00641-0376-25;63323-0664-01;67457-0124-10;72485-0101-25;76045-0102-10
Diphenhydramine Injection,Resolved Shortages,"May 14, 2025","Mar 14, 2022",00641-0376-25;25021-0481-01;63323-0664-01;67457-0124-10;72485-0101-05;72485-0101-25;76045-0102-10
Diphenoxylate Hydrochloride and Atropine Hydrochloride Oral Solution,Discontinued Drugs,"Nov 08, 2024","Sep 04, 2024",00054-3194-46
Dipyridamole Injection,Resolved Shortages,"May 17, 2016","Jan 13, 2016",00641-2569-44
Dipyridamole Injection,Resolved Shortages,"Oct 01, 2018","Sep 13, 2017",00641-2569-44
Disopyramide Phosphate Controlled-Release Capsules,Resolved Shortages,"May 26, 2016","Jun 01, 2015",00025-2732-31;00025-2732-51;00025-2742-31;00025-2742-51
Disopyramide Phosphate Controlled-Release Capsules,Resolved Shortages,"Mar 23, 2018","Feb 09, 2017",00025-2732-31;00025-2732-51;00025-2742-31;00025-2742-51
Disopyramide Phosphate Controlled-Release Capsules,Resolved Shortages,"Jan 28, 2022","Oct 28, 2020",00025-2732-31;00025-2742-31
Disulfiram Tablets,Resolved Shortages,"Jan 07, 2021","Oct 01, 2019",00093-5035-01;00093-5036-01;47781-0607-30
Disulfiram Tablets,Resolved Shortages,"May 16, 2025","Jul 23, 2024",47781-0607-30;62135-0431-30;62135-0431-90;62135-0432-30;62135-0432-90
Dobutamine Injection,Current Shortages,"Aug 06, 2025","Mar 01, 2017",00143-9141-10;00338-1073-02;00338-1075-02;00338-1077-02;00409-2344-01;00409-2344-02;00409-2346-32;00409-2347-32;00409-3724-32;70436-0203-82
Docetaxel Injection,Current Shortages,"Jul 09, 2025","Feb 27, 2023",00143-9204-01;00143-9205-01;00409-0201-02;00409-0201-10;00409-0201-20;00409-0366-01;00409-0367-01;00409-0368-01;00955-1020-01;00955-1021-04;00955-1022-08;16729-0267-63;16729-0267-64;16729-0267-65;25021-0245-01;25021-0245-04;25021-0254-08;25021-0254-16;43066-0001-01;43066-0006-01;43066-0010-01;45963-0734-54;45963-0765-52;50742-0428-02;50742-0431-08;50742-0463-16;55150-0378-01;55150-0379-01;55150-0380-01;66758-0050-01;66758-0050-02;66758-0050-03;67457-0531-02;67457-0532-08;67457-0533-16;67457-0781-08;70121-1221-01;70121-1222-01;70121-1223-01;71288-0144-08;71288-0144-16;72485-0214-01;72485-0215-04;72485-0216-08
Docusate Sodium Oral Liquid in Bulk Bottles,Resolved Shortages,"Aug 11, 2021","Aug 19, 2019",50383-0771-16;54838-0107-80;54838-0116-80;57896-0403-16;57896-0409-16
Dofetilide Capsules,Resolved Shortages,"Jun 12, 2025","Apr 26, 2023",00069-5800-60;00069-5800-61;00069-5810-60;00069-5810-61;00069-5820-60;00069-5820-61;00904-7522-08;00904-7523-08;00904-7524-08;16729-0490-12;16729-0491-12;16729-0492-12;47335-0061-86;47335-0062-86;47335-0063-86;69452-0131-17;69452-0132-17;69452-0133-17;72205-0039-60;72205-0040-60;72205-0041-60
Dolasetron Mesylate Injection,Resolved Shortages,"Jul 14, 2017","Feb 29, 2016",00088-1206-32;00088-1208-06;00088-1209-26
Dopamine Hydrochloride Injection,Resolved Shortages,"May 16, 2021","Jun 08, 2016",00143-9252-25;00143-9254-25;00338-1005-02;00338-1005-03;00338-1007-02;00338-1007-03;00338-1009-02;00409-5820-01;00409-7809-22;00409-7809-24;00409-7810-22;00409-9104-20
Dopamine Hydrochloride Injection,Current Shortages,"Aug 19, 2025","Mar 09, 2022",00143-9252-25;00143-9254-25;00338-1005-02;00338-1005-03;00338-1007-02;00338-1007-03;00338-1009-02;00409-5820-01;00409-7809-22;00409-7809-24;00409-7810-22;00409-9104-20
Dorzolamide 2% and Timolol 0.5% Ophthalmic Solution,Resolved Shortages,"May 27, 2021","Oct 30, 2017",17478-0604-30;17478-0605-10;24208-0486-10;50383-0233-10;61314-0030-02
Dorzolamide Ophthalmic Solution,Resolved Shortages,"May 04, 2022","Oct 30, 2017",00006-3519-36;00093-7618-43;00591-2481-79;24208-0485-10;50383-0232-10;61314-0019-10
Dorzolamide Ophthalmic Solution,Current Shortages,"Jul 18, 2025","Jun 19, 2024",24208-0485-10;42571-0141-26;61314-0019-10;69315-0304-10;70069-0501-01
Doxazosin Extended Release Oral Tablets,Current Shortages,"Jul 11, 2025","May 05, 2025",58151-0078-93;58151-0079-93
Doxercalciferol Capsules,Resolved Shortages,"Oct 07, 2024","Oct 29, 2020",00955-1720-50;00955-1721-50;00955-1722-50;23155-0538-25;23155-0539-25;23155-0540-25;62135-0450-30;62135-0451-30;62135-0452-30
Doxorubicin Injection,Current Shortages,"Aug 19, 2025","Jul 02, 2015",00069-0277-02;00069-0343-02;00069-0358-20;00069-1542-20;00143-9084-01;00143-9085-01;00143-9086-01;00143-9087-01;00143-9092-01;00143-9093-01;25021-0207-25;25021-0207-51;45963-0733-55;45963-0733-57;45963-0733-60;45963-0733-68;63323-0101-61;63323-0883-05;63323-0883-30;67457-0436-50
Doxorubicin Liposomal Injection,Resolved Shortages,"Oct 29, 2015","Jun 16, 2015",47335-0049-40;47335-0050-40;59676-0960-01;59676-0960-02
Doxorubicin Liposomal Injection,Resolved Shortages,"Jun 02, 2025","Jul 19, 2023",00338-0063-01;00338-0067-01;43598-0283-35;43598-0541-25;47335-0049-40;47335-0050-40;70710-1530-01;70710-1531-01
Doxycycline Hyclate Injection,Resolved Shortages,"Jul 08, 2016","Mar 24, 2016",63323-0130-11
Doxycycline Hyclate Injection,Resolved Shortages,"May 21, 2018","Oct 30, 2017",63323-0130-11;67457-0437-10
Doxycycline Hyclate Injection,Resolved Shortages,"Dec 23, 2020","May 01, 2019",63323-0130-11;67457-0437-10;68382-0910-10
Doxycycline Oral Suspension,Resolved Shortages,"Mar 22, 2024","Nov 16, 2021",00069-0970-65;00069-0971-95;62135-0417-46;68180-0657-01;69097-0228-43
Dronabinol Capsules,Current Shortages,"Jul 31, 2025","Dec 06, 2023",42858-0867-06;42858-0868-06;42858-0869-06;67877-0753-60;67877-0754-60;67877-0755-60
Droperidol Injection,Resolved Shortages,"Mar 01, 2019","Mar 01, 2019",00517-9702-25
Droperidol Injection,Resolved Shortages,"Sep 21, 2020","Oct 15, 2019",00409-1187-01;00517-9702-25
Droperidol Injection,Resolved Shortages,"Jul 13, 2021","Nov 11, 2020",00517-9702-25
Droperidol Injection,Resolved Shortages,"Jul 18, 2022","Mar 15, 2022",00517-9702-25
Droperidol Injection,Resolved Shortages,"Jul 09, 2025","Oct 23, 2024",00143-9514-25;00143-9515-25;00517-9702-25
Dulaglutide Injection,Current Shortages,"Jul 17, 2025","Aug 19, 2022",00002-1433-80;00002-1434-80;00002-2236-80;00002-3182-80
Duloxetine Delayed Release Sprinkle Capsules,Resolved Shortages,"Jul 09, 2024","Jul 11, 2022",47335-0616-30;47335-0617-30;47335-0618-30;47335-0619-30
Dupilumab Injection,Resolved Shortages,"May 29, 2025","May 07, 2025",00024-5914-01;00024-5915-02;00024-5918-01;00024-5919-02
Echothiophate Iodide Ophthalmic Drops,Discontinued Drugs,"Feb 09, 2021","Jan 07, 2020",00046-1065-05
Edrophonium Injection,Discontinued Drugs,"Dec 29, 2017","Dec 29, 2017",67457-0190-15
Eflornithine Hydrochloride Cream,Discontinued Drugs,"Mar 30, 2023","Jun 11, 2018",00023-4857-45
Electrolyte Concentrate,Discontinued Drugs,"Feb 12, 2018","Sep 17, 2015",00517-2000-25;00517-2020-25;00517-3120-25
Enalaprilat Injection,Resolved Shortages,"Aug 01, 2016","Nov 17, 2015",00143-9786-10;00143-9787-10;00409-2122-01;00409-2122-02
Enalaprilat Injection,Resolved Shortages,"Apr 12, 2021","Oct 31, 2018",00143-9786-10;00143-9787-10
Enalaprilat Injection,Resolved Shortages,"Nov 08, 2023","Jun 14, 2023",00143-9786-10;00143-9787-10
Enoxaparin Sodium Injection,Resolved Shortages,"Dec 20, 2021","Sep 05, 2018",00075-0620-40;00075-0621-60;00075-0622-80;00075-0623-00;00075-0624-30;00075-0626-03;00075-2912-01;00075-2915-01;00548-5601-00;00548-5602-00;00548-5603-00;00548-5604-00;00548-5605-00;00548-5606-00;00548-5607-00;00703-8510-23;00703-8530-23;00703-8540-23;00703-8560-23;00703-8580-23;00703-8610-23;00703-8680-23;00955-1003-10;00955-1004-10;00955-1006-10;00955-1008-10;00955-1010-10;00955-1012-10;00955-1015-10;00955-1016-01;60505-0791-04;60505-0792-04;60505-0793-04;60505-0794-04;60505-0795-04;60505-0796-04;60505-0798-04;63323-0531-90;63323-0533-83;63323-0535-87;63323-0539-03;63323-0559-93;63323-0566-98;63323-0568-88;63323-0584-99;63323-0586-96;63323-0589-94;63323-0605-84;63323-0655-99
Ephedrine injection,Resolved Shortages,"May 26, 2016","Jun 08, 2015",14789-0014-01;17478-0515-00;66758-0008-02
Ephedrine Injection,Current Shortages,"Aug 19, 2025","Apr 21, 2025",00641-6236-10;00641-6238-25;00781-3269-95;14789-0250-10;14789-0251-10;14789-0252-10;25021-0836-01;42023-0216-25;42023-0243-01;43598-0735-25;51754-4200-24;51754-4250-03;70069-0819-10
Epinephrine Auto-Injectors,Current Shortages,"Aug 09, 2025","May 03, 2018",00093-5985-27;00093-5986-27;00115-1694-49;00115-1695-49;00781-3442-20;49502-0101-02;49502-0102-02;49502-0500-02;49502-0501-02;60842-0021-01;60842-0022-01;60842-0023-01
Epinephrine Injection,Resolved Shortages,"Feb 24, 2017","Jun 11, 2015",00409-4901-18;00409-4921-34;00409-7241-01;42023-0159-25;42023-0168-01;54288-0103-10;76329-3316-01;76329-9061-00
Epinephrine Injection,Resolved Shortages,"Aug 18, 2025","May 04, 2017",00409-4933-01;42023-0159-25;42023-0168-01;54288-0103-10;54288-0120-01;63323-0696-25;63323-0698-30;76329-3318-01;76329-9060-00
Epoetin Alfa Injection,Resolved Shortages,"Jun 27, 2025","Jun 27, 2022",00069-1305-10;00069-1306-10;00069-1307-10;00069-1308-10;00069-1309-04;00069-1311-10;00069-1318-10;55513-0126-10;55513-0144-10;55513-0148-10;55513-0267-10;55513-0283-10;55513-0478-10;59676-0302-01;59676-0303-01;59676-0304-01;59676-0310-01;59676-0310-02;59676-0312-04;59676-0320-04;59676-0340-01
Epoprostenol Injection and Sterile Diluent,Resolved Shortages,"Jul 14, 2023","Sep 15, 2021",00173-0517-00;00173-0519-00;00173-0857-02;00703-1985-01;00703-1995-01;00703-9258-09;62756-0059-40;62756-0060-40;66215-0402-01;66215-0403-01
Eptifibatide Injection,Resolved Shortages,"Aug 11, 2016","Sep 23, 2015",00085-1136-01;00085-1177-01;00085-1177-02;55150-0218-99;55150-0219-10;55150-0220-99
Eptifibatide Injection,Current Shortages,"Jul 28, 2025","May 20, 2020",00338-9558-10;25021-0408-51;25021-0409-10;55150-0218-99;55150-0219-10;55150-0220-99;67457-0629-10;67457-0630-10;67457-0631-10;70121-1002-01;70121-1003-01;70436-0026-80;70436-0027-80;70860-0305-51
Erythromycin Lactobionate Injection,Resolved Shortages,"Sep 23, 2019","Jul 11, 2016",00409-6476-44;00409-6482-01
Erythromycin Lactobionate Injection,Resolved Shortages,"Mar 30, 2020","Dec 09, 2019",00409-6476-44;00409-6482-01
Erythromycin Lactobionate Injection,Current Shortages,"Aug 06, 2025","Apr 21, 2025",00409-6476-44;00409-6482-01;14789-0116-05
Erythromycin Ophthalmic Ointment,Resolved Shortages,"Aug 14, 2020","Mar 01, 2019",00574-4024-35;00574-4024-39;00574-4024-50;17478-0070-31;17478-0070-35;24208-0910-19;24208-0910-55
Erythromycin Ophthalmic Ointment,Resolved Shortages,"Jul 26, 2024","Jul 08, 2022",24208-0910-19;24208-0910-55;72485-0670-31;72485-0670-35
Esmolol Injection,Resolved Shortages,"Nov 07, 2023","Jan 28, 2022",01001-9055-61;01001-9075-87;01001-9115-01;01001-9120-01;25021-0308-84;25021-0309-82;44567-0450-10;44567-0451-10;44567-0811-10;44567-0812-10;55150-0194-10;63323-0652-10;67457-0182-10;67457-0657-25;67457-0685-10
Esmolol Injection,Resolved Shortages,"Jun 23, 2025","Jul 16, 2024",10019-0055-61;10019-0075-87;10019-0120-01;25021-0308-84;25021-0309-82;44567-0450-10;44567-0451-10;44567-0811-10;44567-0812-10;55150-0194-10;63323-0652-10;67457-0182-10;67457-0657-25;67457-0658-10;70121-1716-07;70121-1717-07
Estradiol and Norethindrone Acetate Transdermal System (Combipatch),Resolved Shortages,"Oct 17, 2024","Sep 12, 2024",68968-0514-08;68968-0525-08
Estradiol Cypionate Injection,Resolved Shortages,"Oct 13, 2023","May 27, 2022",00009-0271-01
Estradiol Cypionate Injection,Resolved Shortages,"Dec 15, 2024","Jul 09, 2024",00009-0271-01
Estradiol Vaginal System,Resolved Shortages,"Feb 12, 2024","Feb 05, 2024",00013-1042-01
Estradiol Vaginal System,Resolved Shortages,"May 06, 2024","Feb 26, 2024",00013-1042-01
Estradiol Valerate Injection,Resolved Shortages,"Jun 12, 2017","Jun 17, 2015",00574-0870-05;00574-0872-05;42023-0110-01;42023-0111-01;42023-0112-01
Estradiol Valerate Injection,Resolved Shortages,"Nov 01, 2018","May 08, 2018",00574-0870-05;00574-0872-05;42023-0110-01;42023-0111-01;42023-0112-01
Estradiol Valerate Injection,Resolved Shortages,"Jul 25, 2019","Jun 06, 2019",00574-0870-05;00574-0872-05;42023-0110-01;42023-0111-01;42023-0112-01
Ethambutol Tablets,Resolved Shortages,"May 26, 2016","May 06, 2015",00555-0923-02;61748-0011-01;61748-0014-01;68180-0280-01;68180-0281-01;68850-0010-01;68850-0012-01;68850-0012-02
Ethambutol Tablets,Resolved Shortages,"May 09, 2022","Jun 09, 2020",00555-0923-02;54879-0001-01;54879-0002-01;68180-0280-01;68180-0281-01;68850-0012-01;68850-0012-02
Ethiodized Oil,Resolved Shortages,"Sep 17, 2019","Jun 03, 2015",67684-1901-02
Etomidate Injection,Resolved Shortages,"May 07, 2021","Aug 13, 2015",00143-9506-10;00143-9507-10;00409-6695-01;00409-6695-02;00409-8060-29;55150-0221-10;55150-0222-20;67457-0902-10;67457-0903-20;72266-0146-10;72266-0147-10
Etomidate Injection,Current Shortages,"Jul 29, 2025","Oct 05, 2022",00143-9506-10;00143-9507-10;00409-6695-01;00409-6695-02;55150-0221-10;55150-0222-20;65219-0445-10;65219-0447-10;67457-0902-10;67457-0903-20;7020-4088-7;72266-0146-10;72266-0147-10;72485-0508-10;72485-0509-10
Etoposide Phosphate Injection,Resolved Shortages,"Oct 08, 2017","Aug 30, 2016",00015-3404-20
Etoposide Phosphate Injection,Resolved Shortages,"Mar 06, 2018","Feb 05, 2018",00015-3404-20
Etoposide Solution for Injection,Resolved Shortages,"Dec 10, 2018","Dec 21, 2017",00143-9510-01;00143-9511-01;00143-9512-01;00703-5653-01;00703-5656-01;00703-5657-01;16729-0114-08;16729-0114-11;16729-0114-31;63323-0104-05;63323-0104-25;63323-0104-50
Etoposide Solution for Injection,Resolved Shortages,"Apr 28, 2025","Jan 31, 2024",00143-9510-01;00143-9511-01;00143-9512-01;16729-0114-08;16729-0114-11;16729-0114-31;63323-0104-05;63323-0104-25;63323-0104-50
Exactamix Valve Sets,Resolved Shortages,"Mar 10, 2023","Apr 15, 2022",
Exenatide Extended-Release Suspension for Injection,Discontinued Drugs,"Feb 10, 2025","Mar 20, 2019",00310-6530-04;00310-6540-04
Exenatide Injection,Discontinued Drugs,"Nov 18, 2024","Nov 18, 2024",00310-6512-01;00310-6524-01
Ezetimibe and Atorvastatin Tablets,Discontinued Drugs,"May 08, 2018","Sep 09, 2015",66582-0320-30;66582-0320-54;66582-0321-30;66582-0321-54;66582-0322-30;66582-0322-54;66582-0323-30;66582-0323-54
Famotidine Injection,Resolved Shortages,"Jul 29, 2019","Sep 08, 2015",00338-5197-41;00641-6021-10;00641-6022-25;00641-6023-25;63323-0738-04;63323-0738-20;63323-0739-12
Famotidine Injection,Resolved Shortages,"Oct 24, 2023","Apr 30, 2020",00338-5197-41;00641-6021-10;00641-6022-25;00641-6023-25;63323-0738-09;63323-0738-20;63323-0739-12;67457-0433-22;67457-0448-43;67457-0457-20
Famotidine Tablets,Resolved Shortages,"Sep 01, 2022","Dec 04, 2019",00172-5728-60;00172-5728-70;00172-5728-80;00172-5729-60;00172-5729-70;00187-4420-10;00187-4420-30;00187-4440-10;00187-4440-30;00536-1298-01;62332-0001-31;62332-0001-91;62332-0002-31;62332-0002-71;62332-0002-91
Fat Emulsion,Resolved Shortages,"Jan 15, 2016","Jan 14, 2016",00264-4460-00;00264-4460-10;00264-4460-30;00338-0519-09;00338-0519-13;00338-0519-14;00338-0519-58;00338-0520-13;00409-6892-03;00409-9790-02;00409-9790-03;00409-9791-02;00409-9791-03
Fat Emulsion,Resolved Shortages,"Sep 12, 2023","Aug 18, 2021",00264-4460-00;00264-4460-10;00264-4460-30;00338-9540-05;00338-9540-06;00338-9540-07;00338-9540-08;63323-0820-00;63323-0820-10;63323-0820-50;63323-0820-74;65219-0531-10;65219-0533-25;65219-0535-50;65219-0537-50;65219-0539-10
Fenoldopam Mesylate Injection,Discontinued Drugs,"Jul 14, 2023","Jun 11, 2015",00409-2304-01;00409-2304-02;00409-3373-01;00409-3373-02
Fentanyl Citrate Injection,Current Shortages,"Aug 06, 2025","May 08, 2017",00409-9094-22;00409-9094-25;00409-9094-28;00409-9094-31;00409-9094-61;00641-6027-25;00641-6028-25;00641-6029-01;00641-6030-01;00641-6247-25;00641-6248-10;00641-6249-10;63323-0806-01;63323-0806-02;63323-0806-05;63323-0806-20;63323-0806-50;63323-0808-11
